,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,license,github_release_downloads,trending
0,react-navigation,react-navigation/react-navigation,routing,@react-navigation/native,https://github.com/react-navigation/react-navigation,https://github.com/react-navigation/react-navigation,2017-01-26 19:51:40,2024-05-16 08:26:56,2024-05-13 08:49:23,2820.0,87.0,4806.0,321.0,1822.0,702.0,8682.0,23293.0,2024-03-18 18:16:56,@react-navigation/core@6.4.16,100.0,Routing and navigation for your React Native apps.,929028.0,929028.0,282.0,https://www.npmjs.com/package/@react-navigation/native,3944821.0,3944821.0,43,True,1,,,
1,react-native-maps,react-native-maps/react-native-maps,map-components,react-native-maps,https://github.com/react-native-maps/react-native-maps,https://github.com/react-native-maps/react-native-maps,2015-12-29 19:54:20,2024-05-13 16:00:34,2024-05-06 08:43:44,1557.0,43.0,4588.0,215.0,1212.0,53.0,3568.0,14800.0,2024-05-05 19:58:43,1.15.1,100.0,React Native Mapview component for iOS + Android.,175403.0,175403.0,495.0,https://www.npmjs.com/package/react-native-maps,1066352.0,1066352.0,43,True,1,MIT,,
2,Expo,expo/expo,app-frameworks,,https://github.com/expo/expo,https://github.com/expo/expo,2016-08-15 17:14:25,2024-05-16 18:01:42,2024-05-16 18:01:18,22011.0,1164.0,4639.0,288.0,14584.0,374.0,13224.0,29519.0,2019-07-22 09:38:14,ios/2.12.0,8.0,"An open-source framework for making universal native apps with React. Expo runs on Android, iOS, and the web.",914746.0,914746.0,1348.0,,,,41,True,1,MIT,,
3,react-native-vector-icons,oblador/react-native-vector-icons,icon-components,react-native-vector-icons,https://github.com/oblador/react-native-vector-icons,https://github.com/oblador/react-native-vector-icons,2015-05-15 16:38:57,2024-05-15 18:38:38,2024-05-01 12:01:05,626.0,8.0,2069.0,205.0,392.0,148.0,1075.0,17245.0,2024-05-01 12:01:37,10.1.0,69.0,Customizable Icons for React Native with support for image source and full styling.,586526.0,586526.0,148.0,https://www.npmjs.com/package/react-native-vector-icons,1968364.0,1968364.0,39,True,1,MIT,,
4,Lottie React Native,lottie-react-native/lottie-react-native,ui-frameworks,lottie-react-native,https://github.com/lottie-react-native/lottie-react-native,https://github.com/lottie-react-native/lottie-react-native,2017-01-27 18:24:50,2024-05-04 07:26:04,2024-04-07 18:19:54,809.0,15.0,1709.0,232.0,389.0,25.0,797.0,16509.0,2024-04-07 13:55:57,6.7.2,40.0,Lottie wrapper for React Native.,113947.0,113947.0,145.0,https://www.npmjs.com/package/lottie-react-native,1412230.0,1412230.0,39,True,1,Apache-2.0,,
5,React Native Paper,callstack/react-native-paper,ui-frameworks,react-native-paper,https://github.com/callstack/react-native-paper,https://github.com/callstack/react-native-paper,2016-10-19 05:56:53,2024-05-15 14:31:22,2024-05-04 07:01:36,2080.0,1.0,2008.0,119.0,1877.0,188.0,2239.0,12281.0,2024-01-24 19:36:21,5.12.3,100.0,Material Design for React Native (Android & iOS).,193712.0,193712.0,325.0,https://www.npmjs.com/package/react-native-paper,892143.0,892143.0,39,True,1,MIT,,
6,Gifted Chat,FaridSafi/react-native-gifted-chat,chat-components,react-native-gifted-chat,https://github.com/FaridSafi/react-native-gifted-chat,https://github.com/FaridSafi/react-native-gifted-chat,2015-11-14 15:45:34,2024-05-16 06:31:41,2023-10-11 12:47:32,1397.0,,3277.0,195.0,875.0,161.0,1458.0,13235.0,2023-06-13 15:57:23,2.4.0,67.0,The most complete chat UI for React Native.,27609.0,27609.0,218.0,https://www.npmjs.com/package/react-native-gifted-chat,145227.0,145227.0,38,True,1,MIT,13.0,
7,victory-native,FormidableLabs/victory,chart-components,victory-native,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,2015-07-02 22:36:50,2024-05-16 14:15:21,2024-05-16 13:50:33,8559.0,31.0,507.0,121.0,907.0,99.0,1744.0,10789.0,2024-04-04 19:02:58,37.0.2,100.0,A collection of composable React components for building interactive data visualizations.,24206.0,24206.0,235.0,https://www.npmjs.com/package/victory-native,382364.0,382364.0,37,True,1,,,
8,RNUI,wix/react-native-ui-lib,ui-frameworks,react-native-ui-lib,https://github.com/wix/react-native-ui-lib,https://github.com/wix/react-native-ui-lib,2017-02-08 09:55:18,2024-05-16 11:23:51,2024-05-16 11:23:50,4159.0,85.0,679.0,326.0,2275.0,73.0,572.0,6182.0,2024-05-16 08:22:37,7.22.0,100.0,UI Components Library for React Native.,3988.0,3988.0,148.0,https://www.npmjs.com/package/react-native-ui-lib,316651.0,316651.0,36,True,2,MIT,,
9,React Native Elements,react-native-elements/react-native-elements,ui-frameworks,react-native-elements,https://github.com/react-native-elements/react-native-elements,https://github.com/react-native-elements/react-native-elements,2016-09-08 14:21:41,2024-05-01 22:24:47,2024-02-04 03:55:07,2427.0,,4549.0,368.0,1643.0,96.0,2003.0,24646.0,2023-07-28 19:23:36,4.0.0-rc.8,85.0,Cross-Platform React Native UI Toolkit.,5.0,5.0,413.0,https://www.npmjs.com/package/react-native-elements,533592.0,533592.0,33,True,2,MIT,,
