,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,license,trending,github_release_downloads
0,react-navigation,react-navigation/react-navigation,routing,@react-navigation/native,https://github.com/react-navigation/react-navigation,https://github.com/react-navigation/react-navigation,2017-01-26 19:51:40,2023-10-12 09:22:47,2023-10-09 17:11:04,2668.0,33.0,4745.0,323.0,1730.0,653.0,8560.0,22780.0,2023-09-25 07:30:29,@react-navigation/material-top-tabs@6.6.4,100.0,Routing and navigation for your React Native apps.,780551.0,780551.0,262.0,https://www.npmjs.com/package/@react-navigation/native,3421724.0,3421724.0,42,True,1,,,
1,React Native Paper,callstack/react-native-paper,ui-frameworks,react-native-paper,https://github.com/callstack/react-native-paper,https://github.com/callstack/react-native-paper,2016-10-19 05:56:53,2023-10-12 16:57:12,2023-10-12 12:26:05,2010.0,54.0,1930.0,116.0,1806.0,91.0,2142.0,11346.0,2023-09-20 21:36:02,5.10.6,100.0,Material Design for React Native (Android & iOS).,151102.0,151102.0,310.0,https://www.npmjs.com/package/react-native-paper,638657.0,638657.0,42,True,1,MIT,,
2,react-native-maps,react-native-maps/react-native-maps,map-components,react-native-maps,https://github.com/react-native-maps/react-native-maps,https://github.com/react-native-maps/react-native-maps,2015-12-29 19:54:20,2023-10-09 22:24:27,2023-10-09 22:24:24,1477.0,3.0,4573.0,217.0,1160.0,77.0,3444.0,14386.0,2023-10-09 22:24:34,1.8.0,100.0,React Native Mapview component for iOS + Android.,161946.0,161946.0,480.0,https://www.npmjs.com/package/react-native-maps,924334.0,924334.0,41,True,1,MIT,1.0,
3,Expo,expo/expo,app-frameworks,,https://github.com/expo/expo,https://github.com/expo/expo,2016-08-15 17:14:25,2023-10-12 17:34:50,2023-10-12 17:15:35,19447.0,699.0,4175.0,283.0,12135.0,337.0,11802.0,23821.0,2019-07-22 09:38:14,ios/2.12.0,8.0,"An open-source platform for making universal native apps with React. Expo runs on Android, iOS, and the web.",768817.0,768817.0,1194.0,,,,40,True,1,MIT,,
4,react-native-vector-icons,oblador/react-native-vector-icons,icon-components,react-native-vector-icons,https://github.com/oblador/react-native-vector-icons,https://github.com/oblador/react-native-vector-icons,2015-05-15 16:38:57,2023-10-08 03:43:53,2023-07-20 08:34:21,604.0,19.0,2044.0,207.0,364.0,154.0,1036.0,16949.0,2023-07-17 13:34:46,10.0.0,65.0,Customizable Icons for React Native with support for image source and full styling.,513769.0,513769.0,136.0,https://www.npmjs.com/package/react-native-vector-icons,1773984.0,1773984.0,40,True,1,MIT,,
5,Lottie React Native,lottie-react-native/lottie-react-native,ui-frameworks,lottie-react-native,https://github.com/lottie-react-native/lottie-react-native,https://github.com/lottie-react-native/lottie-react-native,2017-01-27 18:24:50,2023-10-12 14:22:02,2023-09-16 15:16:44,760.0,42.0,1690.0,233.0,340.0,32.0,729.0,16158.0,2023-09-16 15:17:47,6.3.1,31.0,Lottie wrapper for React Native.,105877.0,105877.0,137.0,https://www.npmjs.com/package/lottie-react-native,1327965.0,1327965.0,39,True,1,Apache-2.0,,
6,Gifted Chat,FaridSafi/react-native-gifted-chat,chat-components,react-native-gifted-chat,https://github.com/FaridSafi/react-native-gifted-chat,https://github.com/FaridSafi/react-native-gifted-chat,2015-11-14 15:45:34,2023-10-11 12:47:32,2023-10-11 12:47:32,1397.0,6.0,3254.0,193.0,865.0,130.0,1451.0,12723.0,2023-06-13 15:57:23,2.4.0,67.0,The most complete chat UI for React Native.,24879.0,24879.0,218.0,https://www.npmjs.com/package/react-native-gifted-chat,138838.0,138838.0,39,True,1,MIT,,12.0
7,victory-native,FormidableLabs/victory,chart-components,victory-native,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,2015-07-02 22:36:50,2023-10-03 01:32:48,2023-06-13 00:08:24,8433.0,,494.0,126.0,780.0,281.0,1491.0,10537.0,2022-08-04 17:11:19,36.6.0,95.0,A collection of composable React components for building interactive data visualizations.,21530.0,21530.0,222.0,https://www.npmjs.com/package/victory-native,302654.0,302654.0,35,True,1,,,
8,RNUI,wix/react-native-ui-lib,ui-frameworks,react-native-ui-lib,https://github.com/wix/react-native-ui-lib,https://github.com/wix/react-native-ui-lib,2017-02-08 09:55:18,2023-10-12 06:41:44,2023-10-09 08:36:29,3949.0,69.0,654.0,335.0,2027.0,56.0,541.0,5723.0,2023-10-12 06:44:44,7.9.0,100.0,UI Components Library for React Native.,3362.0,3362.0,140.0,https://www.npmjs.com/package/react-native-ui-lib,186256.0,186256.0,35,True,2,MIT,,
9,React Native Elements,react-native-elements/react-native-elements,ui-frameworks,react-native-elements,https://github.com/react-native-elements/react-native-elements,https://github.com/react-native-elements/react-native-elements,2016-09-08 14:21:41,2023-10-06 03:01:56,2023-09-09 10:05:52,2405.0,6.0,4476.0,373.0,1626.0,79.0,1992.0,24058.0,2023-07-28 19:23:36,4.0.0-rc.8,85.0,Cross-Platform React Native UI Toolkit.,4.0,4.0,404.0,https://www.npmjs.com/package/react-native-elements,517549.0,517549.0,34,True,2,MIT,,
