,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,license,github_release_downloads,trending
10,NativeBase,GeekyAnts/NativeBase,ui-frameworks,native-base,https://github.com/GeekyAnts/NativeBase,https://github.com/GeekyAnts/NativeBase,2016-04-15 11:37:23,2024-05-27 09:01:36,2023-08-04 14:18:44,6324.0,,2307.0,269.0,2262.0,267.0,3161.0,20045.0,2023-03-06 09:32:54,3.4.28,100.0,"Mobile-first, accessible components for React Native & Web to build consistent UI across Android, iOS and Web.",3.0,3.0,299.0,https://www.npmjs.com/package/native-base,248390.0,248390.0,32,True,2,MIT,,1.0
11,react-native-svg-charts,JesperLekland/react-native-svg-charts,chart-components,react-native-svg-charts,https://github.com/JesperLekland/react-native-svg-charts,https://github.com/JesperLekland/react-native-svg-charts,2017-10-30 09:28:29,2024-04-18 08:49:48,2020-04-14 18:49:24,386.0,,373.0,15.0,152.0,181.0,275.0,2321.0,2019-07-06 17:27:57,5.3.0,24.0,One library to rule all charts for React Native.,7547.0,7547.0,39.0,https://www.npmjs.com/package/react-native-svg-charts,161346.0,161346.0,30,True,1,MIT,,
12,Ignite,infinitered/ignite,app-frameworks,,https://github.com/infinitered/ignite,https://github.com/infinitered/ignite,2016-02-10 16:06:07,2024-05-29 20:38:37,2024-05-29 15:11:31,2561.0,15.0,1334.0,242.0,1143.0,26.0,1310.0,16779.0,2024-05-29 15:11:37,9.7.0,100.0,"Infinite Reds battle-tested React Native project boilerplate, along with a CLI, component/model generators, and more!.",3.0,3.0,218.0,,,,29,True,3,MIT,,
13,UI Kitten,akveo/react-native-ui-kitten,ui-frameworks,react-native-ui-kitten,https://github.com/akveo/react-native-ui-kitten,https://github.com/akveo/react-native-ui-kitten,2016-12-20 08:22:38,2024-05-24 11:48:19,2024-01-05 12:22:19,842.0,,929.0,127.0,575.0,156.0,1022.0,10157.0,2023-04-26 16:36:36,5.3.1,31.0,React Native UI Library based on Eva Design System Dark Mode.,11202.0,11202.0,63.0,https://www.npmjs.com/package/react-native-ui-kitten,906.0,906.0,29,True,3,MIT,,1.0
14,Shoutem UI,shoutem/ui,ui-frameworks,@shoutem/ui,https://github.com/shoutem/ui,https://github.com/shoutem/ui,2016-08-08 15:26:08,2024-05-23 13:34:38,2024-05-23 13:34:08,1313.0,22.0,441.0,92.0,507.0,103.0,216.0,4878.0,2023-01-10 14:17:30,6.1.2,84.0,Customizable set of components for React Native applications.,1426.0,1426.0,56.0,https://www.npmjs.com/package/@shoutem/ui,9241.0,9241.0,29,True,3,,37.0,
15,react-native-chart-kit,indiespirit/react-native-chart-kit,chart-components,react-native-chart-kit,https://github.com/indiespirit/react-native-chart-kit,https://github.com/indiespirit/react-native-chart-kit,2017-12-20 02:30:08,2024-04-17 13:58:08,2022-02-08 04:03:57,336.0,,620.0,13.0,180.0,396.0,155.0,2773.0,,,,"React Native Chart Kit: Line Chart, Bezier Line Chart, Progress Ring, Bar chart, Pie chart, Contribution graph..",18714.0,18714.0,102.0,https://www.npmjs.com/package/react-native-chart-kit,191820.0,191820.0,29,True,2,MIT,,
16,RNMK,xinthink/react-native-material-kit,ui-frameworks,react-native-material-kit,https://github.com/xinthink/react-native-material-kit,https://github.com/xinthink/react-native-material-kit,2015-07-01 12:33:24,2023-01-04 06:15:00,2020-03-08 04:28:42,496.0,,556.0,100.0,163.0,150.0,156.0,4844.0,2016-12-18 05:14:29,0.3.4,15.0,Bringing Material Design to React Native.,1574.0,1574.0,76.0,https://www.npmjs.com/package/react-native-material-kit,1411.0,1411.0,27,True,3,MIT,,
17,react-native-charts-wrapper,wuxudong/react-native-charts-wrapper,chart-components,react-native-charts-wrapper,https://github.com/wuxudong/react-native-charts-wrapper,https://github.com/wuxudong/react-native-charts-wrapper,2017-03-03 07:58:57,2024-04-11 00:59:00,2024-02-05 04:47:54,341.0,,608.0,51.0,124.0,189.0,677.0,2411.0,2023-10-28 07:08:16,0.6.0,35.0,a react native charts wrapper (support android & iOS).,1515.0,1515.0,58.0,https://www.npmjs.com/package/react-native-charts-wrapper,43154.0,43154.0,27,True,2,,,
18,React Native Material UI,xotahal/react-native-material-ui,ui-frameworks,react-native-material-ui,https://github.com/xotahal/react-native-material-ui,https://github.com/xotahal/react-native-material-ui,2016-03-24 15:40:53,2023-04-19 08:31:36,2019-04-19 21:39:12,524.0,,587.0,88.0,205.0,168.0,146.0,3782.0,2019-04-20 05:02:31,2.0.0-alpha.1@deelop,20.0,Highly customizable material design components for React Native.,2989.0,2989.0,71.0,https://www.npmjs.com/package/react-native-material-ui,1976.0,1976.0,25,False,3,MIT,,
19,Galio,galio-org/galio,ui-frameworks,galio,https://github.com/galio-org/galio,https://github.com/galio-org/galio,2018-06-17 16:14:11,2023-04-20 22:58:40,2022-03-30 11:06:58,419.0,,316.0,55.0,131.0,44.0,85.0,3111.0,2022-03-30 11:08:29,0.8.1,11.0,"Galio is a beautifully designed, Free and Open Source React Native Framework.",2930.0,2930.0,37.0,https://www.npmjs.com/package/galio,,,23,True,3,MIT,,
20,Teaset,rilyu/teaset,ui-frameworks,teaset,https://github.com/rilyu/teaset,https://github.com/rilyu/teaset,2016-12-07 03:48:10,2021-05-29 08:52:27,2020-10-23 07:45:44,144.0,,466.0,70.0,29.0,189.0,245.0,2939.0,2020-04-01 09:07:17,0.7.4,20.0,"A UI library for react native, provides 20+ pure JS(ES6) components, focusing on content display and action control.",738.0,738.0,13.0,https://www.npmjs.com/package/teaset,909.0,909.0,23,True,3,MIT,,-1.0
21,react-native-graph,margelo/react-native-graph,chart-components,react-native-graph,https://github.com/margelo/react-native-graph,https://github.com/margelo/react-native-graph,2022-04-29 12:40:18,2024-05-19 05:52:21,2024-03-21 14:15:34,87.0,3.0,99.0,15.0,39.0,28.0,39.0,1906.0,2024-03-12 12:21:35,1.1.0,6.0,"Beautiful, high-performance Graphs and Charts for React Native built with Skia.",195.0,195.0,13.0,https://www.npmjs.com/package/react-native-graph,7625.0,7625.0,23,True,2,MIT,,
22,react-native-pathjs-charts,capitalone/react-native-pathjs-charts,chart-components,react-native-pathjs-charts,https://github.com/capitalone/react-native-pathjs-charts,https://github.com/capitalone/react-native-pathjs-charts,2016-07-29 19:43:20,2018-03-01 15:28:09,2018-03-01 15:28:09,128.0,,250.0,35.0,74.0,72.0,87.0,878.0,2018-02-19 01:42:23,0.0.34,14.0,Android and iOS charts based on react-native-svg and paths-js.,682.0,682.0,27.0,https://www.npmjs.com/package/react-native-pathjs-charts,367.0,367.0,22,False,3,Apache-2.0,,
23,Nachos UI,nachos-ui/nachos-ui,ui-frameworks,nachos-ui,https://github.com/nachos-ui/nachos-ui,https://github.com/nachos-ui/nachos-ui,2017-01-30 14:22:09,2021-03-12 10:42:57,2018-08-15 19:47:46,58.0,,119.0,34.0,14.0,13.0,34.0,2069.0,,,,Nachos UI is a React Native component library.,345.0,345.0,10.0,https://www.npmjs.com/package/nachos-ui,162.0,162.0,19,False,3,MIT,,
24,react-native-echarts,wuba/react-native-echarts,chart-components,@wuba/react-native-echarts,https://github.com/wuba/react-native-echarts,https://github.com/wuba/react-native-echarts,2023-01-09 06:12:24,2024-05-10 06:56:51,2024-05-10 06:50:38,126.0,7.0,23.0,19.0,84.0,19.0,63.0,661.0,2024-05-07 02:58:03,1.3.1,16.0,"React Native ECharts Library: An awesome charting library for React Native, built upon Apache ECharts and leveraging..",,,13.0,https://www.npmjs.com/package/@wuba/react-native-echarts,18833.0,18833.0,19,True,3,Apache-2.0,,
25,react-native-animated-charts,rainbow-me/react-native-animated-charts,chart-components,@rainbow-me/animated-charts,https://github.com/rainbow-me/react-native-animated-charts,https://github.com/rainbow-me/react-native-animated-charts,2020-09-14 19:18:48,2024-05-29 03:54:52,2021-10-25 17:08:17,19.0,,98.0,15.0,15.0,57.0,26.0,908.0,,,6.0,Set of components and helpers for building complex and beautifully animated charts.,5.0,5.0,5.0,https://www.npmjs.com/package/@rainbow-me/animated-charts,366.0,366.0,15,True,3,MIT,,1.0
26,Material Kit React Native,creativetimofficial/material-kit-react-native,templates,material-kit-react-native,https://github.com/creativetimofficial/material-kit-react-native,https://github.com/creativetimofficial/material-kit-react-native,2019-01-09 12:35:13,2024-04-04 15:45:10,2023-08-14 11:30:34,67.0,,844.0,18.0,10.0,3.0,26.0,572.0,2023-08-14 11:31:19,1.10.0,9.0,Material Kit React Native.,,,9.0,https://www.npmjs.com/package/material-kit-react-native,,,15,True,1,MIT,,
27,react-native-highcharts,TradingPal/react-native-highcharts,chart-components,react-native-highcharts,https://github.com/TradingPal/react-native-highcharts,https://github.com/TradingPal/react-native-highcharts,2016-11-18 17:56:58,2022-03-23 08:45:14,2017-12-01 22:33:30,74.0,,127.0,9.0,32.0,59.0,40.0,255.0,,,,Add Highcharts charts to react-native app for IOS and Android.,281.0,281.0,5.0,https://www.npmjs.com/package/react-native-highcharts,277.0,277.0,15,False,3,,,
28,react-native-skia-charts,vladanyes/react-native-skia-charts,chart-components,react-native-skia-charts,https://github.com/vladanyes/react-native-skia-charts,https://github.com/vladanyes/react-native-skia-charts,2022-12-28 17:49:18,2023-03-13 08:45:32,2023-03-13 08:45:20,54.0,,8.0,7.0,4.0,2.0,4.0,138.0,,,1.0,High-performance charts for react-native.,13.0,13.0,3.0,https://www.npmjs.com/package/react-native-skia-charts,163.0,163.0,12,True,3,MIT,,
29,react-native-charts,chartiful/react-native-charts,chart-components,@chartiful/react-native-chart-builder,,{},,,,,,,,,,,,,,,,,,,https://www.npmjs.com/package/@chartiful/react-native-chart-builder,1055.0,1055.0,2,False,3,,,
